Season,Week,Name,Fan_Vote_Mean,Fan_Vote_Std,Judge_Score,Result,Method,Judge_Save_Rule
9,4,Mya,0.1384082377006735,0.16107422599710858,28.0,Safe,percent,False
9,4,Donny Osmond,0.06014155721611189,0.07745343193734766,24.0,Safe,percent,False
9,4,Kelly Osbourne,0.10582072396093681,0.1503153116398313,23.0,Safe,percent,False
9,5,Melissa Joan Hart,0.08489956082027775,0.10148473322755602,23.0,Safe,percent,False
9,5,Mark Dacascos,0.05659135583181654,0.07782159408163467,26.0,Safe,percent,False
9,5,Natalie Coughlin,0.0006204089863118959,0.0019046265668467672,22.0,Eliminated,percent,False
9,5,Louie Vito,0.12152849202931061,0.11136319951973926,22.0,Safe,percent,False
9,5,Michael Irvin,0.22928196354253083,0.16680096050251547,21.0,Safe,percent,False
9,5,Joanna Krupa,0.04843919665606107,0.06480541036595226,24.0,Safe,percent,False
9,5,Aaron Carter,0.09041648643880841,0.08910600963627952,24.0,Safe,percent,False
9,5,Mya,0.11587314912425636,0.12580817177876355,27.0,Safe,percent,False
9,5,Donny Osmond,0.08275461163720076,0.1096905319752588,29.0,Safe,percent,False
9,5,Kelly Osbourne,0.16959477493342565,0.2031717451079332,24.0,Safe,percent,False
9,6,Melissa Joan Hart,0.0028473229339936734,0.007120643252501762,23.9999,Eliminated,percent,False
9,6,Mark Dacascos,0.07037065340258608,0.09374725869653505,32.0,Safe,percent,False
9,6,Louie Vito,0.1673633325466812,0.11887635162778482,24.0,Eliminated,percent,False
9,6,Michael Irvin,0.34285227878690405,0.17018719347243344,21.9998,Safe,percent,False
9,6,Joanna Krupa,0.059876408126057705,0.07891734543341734,35.9999,Safe,percent,False
9,6,Aaron Carter,0.07512671610923988,0.08056863750568502,32.9998,Safe,percent,False
9,6,Mya,0.06428726849575297,0.08264643577661467,33.0,Safe,percent,False
9,6,Donny Osmond,0.13452343047118617,0.14373981569278796,30.999899999999997,Safe,percent,False
9,6,Kelly Osbourne,0.08275258912759866,0.1429783176985834,24.9998,Safe,percent,False
9,7,Mark Dacascos,0.0027595506191422886,0.006812434653098504,21.5,Eliminated,percent,False
9,7,Michael Irvin,0.4371785640877831,0.2185003449750495,23.5,Eliminated,percent,False
9,7,Joanna Krupa,0.10923040947896058,0.1115933120977513,27.5,Safe,percent,False
9,7,Aaron Carter,0.13014695574859128,0.1305620781558817,26.5,Safe,percent,False
9,7,Mya,0.07492230768472179,0.08772341101392388,24.5,Safe,percent,False
9,7,Donny Osmond,0.15823556421148213,0.18683598993113035,26.0,Safe,percent,False
9,7,Kelly Osbourne,0.08752664816931842,0.15580893695319242,26.0,Safe,percent,False
9,8,Joanna Krupa,0.1602673283905687,0.20819723578062319,26.0,Safe,percent,False
9,8,Aaron Carter,0.00814773115964201,0.021652007530879445,25.0,Eliminated,percent,False
9,8,Mya,0.16630178520181418,0.16797717353186412,29.5,Safe,percent,False
9,8,Donny Osmond,0.501492035981076,0.2913241813784727,25.0,Safe,percent,False
9,8,Kelly Osbourne,0.1637911192668976,0.23410918292158373,25.5,Safe,percent,False
9,9,Joanna Krupa,0.01600087670517235,0.0328566345714552,27.0,Eliminated,percent,False
9,9,Mya,0.15205456627246636,0.1472509980678357,28.9999,Safe,percent,False
9,9,Donny Osmond,0.5677408903236913,0.2446208117578725,24.666600000000003,Safe,percent,False
9,9,Kelly Osbourne,0.2642036666986713,0.2424577952006435,25.9998,Safe,percent,False
9,10,Mya,0.15695116038661874,0.15682485928481074,28.333199999999998,Safe,percent,False
9,10,Donny Osmond,0.5754553082532324,0.2535397967427862,28.9998,Safe,percent,False
9,10,Kelly Osbourne,0.2675935313601485,0.2501788883616396,25.2222,Safe,percent,False
10,1,Aiden Turner,0.09200688167768764,0.0918336469354404,15.0,Safe,percent,False
10,1,Shannen Doherty,0.09112299521314432,0.09217765269033887,18.0,Safe,percent,False
10,1,Niecy Nash,0.09380814108291079,0.0916127874466132,18.0,Safe,percent,False
10,1,Buzz Aldrin,0.0894030231193858,0.08754947521901797,14.0,Safe,percent,False
10,1,Chad Ochocinco,0.09221196853991392,0.09161855495292752,18.0,Safe,percent,False
10,1,Evan Lysacek,0.09203672007683081,0.09319061191594481,23.0,Safe,percent,False
10,1,Pamela Anderson,0.09129434106810067,0.09346533176816305,21.0,Safe,percent,False
10,1,Nicole Scherzinger,0.08874782099124112,0.08864343230691937,25.0,Safe,percent,False
10,1,Erin Andrews,0.09034954024542859,0.09220618011294318,21.0,Safe,percent,False
10,1,Kate Gosselin,0.0879262653900486,0.08817508089689324,16.0,Safe,percent,False
10,1,Jake Pavelka,0.09109230259530787,0.0917188169326825,20.0,Safe,percent,False
10,2,Aiden Turner,0.10409531572113177,0.08997945260619566,19.0,Safe,percent,False
10,2,Shannen Doherty,0.00320644366145225,0.00510745194069026,20.0,Eliminated,percent,False
10,2,Niecy Nash,0.08564185356574834,0.08292340317966732,21.0,Safe,percent,False
10,2,Buzz Aldrin,0.12838296552389253,0.08103881717276526,12.0,Safe,percent,False
10,2,Chad Ochocinco,0.12454145272523982,0.09036300172763365,16.0,Safe,percent,False
10,2,Evan Lysacek,0.0823939423557028,0.09002017945074112,24.0,Safe,percent,False
10,2,Pamela Anderson,0.09190780663332497,0.09739640975763054,22.0,Safe,percent,False
10,2,Nicole Scherzinger,0.08199555187908344,0.0860656803099215,28.0,Safe,percent,False
10,2,Erin Andrews,0.07704470949648522,0.09141399707098218,23.0,Safe,percent,False
10,2,Kate Gosselin,0.12408612751161241,0.08322996476520546,15.0,Safe,percent,False
10,2,Jake Pavelka,0.09670383092632538,0.09443846519249881,20.0,Safe,percent,False
10,3,Aiden Turner,0.11187354307792209,0.1012211487343659,20.0,Safe,percent,False
10,3,Niecy Nash,0.07703754840278888,0.07914608609708323,21.0,Safe,percent,False
10,3,Buzz Aldrin,0.030861821855415594,0.013609309002956824,13.0,Eliminated,percent,False
10,3,Chad Ochocinco,0.13718136739431422,0.11339276053901426,20.0,Safe,percent,False
10,3,Evan Lysacek,0.08972472162931142,0.10141529606435777,26.0,Safe,percent,False
10,3,Pamela Anderson,0.1076252116715709,0.11898315551817942,21.0,Safe,percent,False
10,3,Nicole Scherzinger,0.10047798516486962,0.1004860150719772,23.0,Safe,percent,False
10,3,Erin Andrews,0.08174599177393557,0.10657677517053886,23.0,Safe,percent,False
10,3,Kate Gosselin,0.15474490619746772,0.10425553154052881,15.0,Safe,percent,False
10,3,Jake Pavelka,0.10872690283240335,0.11206029930807725,21.0,Safe,percent,False
10,4,Aiden Turner,0.009149372421637205,0.01189014154010579,16.5,Eliminated,percent,False
10,4,Niecy Nash,0.10432526350947967,0.10378051431695534,18.0,Safe,percent,False
10,4,Chad Ochocinco,0.15260761842275503,0.11031425586475914,22.0,Safe,percent,False
10,4,Evan Lysacek,0.11151303645703363,0.1329665733070624,26.0,Safe,percent,False
10,4,Pamela Anderson,0.1545406833370568,0.16156055240636025,23.5,Safe,percent,False
10,4,Nicole Scherzinger,0.08045490871759443,0.09591767572632443,25.0,Safe,percent,False
10,4,Erin Andrews,0.10441862784498512,0.12991237364917368,19.5,Safe,percent,False
10,4,Kate Gosselin,0.16405462960062686,0.12100942242835254,16.0,Safe,percent,False
10,4,Jake Pavelka,0.11893585968883043,0.13443768358771305,19.0,Safe,percent,False
10,5,Niecy Nash,0.14676010830118189,0.12993573349497947,18.0,Safe,percent,False
10,5,Chad Ochocinco,0.21828960926153604,0.1223508184510178,18.0,Safe,percent,False
10,5,Evan Lysacek,0.10555627135206548,0.15156347264476386,27.0,Safe,percent,False
10,5,Pamela Anderson,0.2260915121893463,0.1782573400106721,21.0,Safe,percent,False
10,5,Nicole Scherzinger,0.07239662753078352,0.09212161062445204,29.0,Safe,percent,False
10,5,Erin Andrews,0.11786975438832167,0.09866819004868851,22.0,Safe,percent,False
10,5,Kate Gosselin,0.026418052348716314,0.021194662127609364,15.0,Eliminated,percent,False
10,5,Jake Pavelka,0.08661806462804751,0.09541797878216736,23.0,Safe,percent,False
10,6,Niecy Nash,0.1552382688098665,0.1669112142529569,25.9998,Safe,percent,False
10,6,Chad Ochocinco,0.2002407275703565,0.1326075193612651,30.999899999999997,Safe,percent,False
10,6,Evan Lysacek,0.16086243939960657,0.14377323346177917,27.0,Safe,percent,False
10,6,Pamela Anderson,0.2501591412709624,0.20291102389721205,29.9998,Safe,percent,False
10,6,Nicole Scherzinger,0.1095123831161415,0.11472389518669104,35.9999,Safe,percent,False
10,6,Erin Andrews,0.11629713846954816,0.108531462703951,34.0,Safe,percent,False
10,6,Jake Pavelka,0.007689901363518708,0.017127157590376717,24.999899999999997,Eliminated,percent,False
10,7,Niecy Nash,0.34705873042801016,0.1405458552553117,24.5,Safe,percent,False
10,7,Chad Ochocinco,0.1556983581265575,0.10138917744217768,26.0,Safe,percent,False
10,7,Evan Lysacek,0.2458954903370361,0.16669878763548973,27.0,Safe,percent,False
10,7,Pamela Anderson,0.006723673423353317,0.01605408171917285,25.5,Eliminated,percent,False
10,7,Nicole Scherzinger,0.18457320774897015,0.13659919751628566,27.0,Safe,percent,False
10,7,Erin Andrews,0.06005053993607273,0.07368683182593382,25.5,Safe,percent,False
10,8,Niecy Nash,0.05237392959686317,0.04555052186509054,21.5,Eliminated,percent,False
10,8,Chad Ochocinco,0.20227299985272176,0.14638523034668016,22.5,Safe,percent,False
10,8,Evan Lysacek,0.5045382977682138,0.31258797810064515,26.5,Safe,percent,False
10,8,Nicole Scherzinger,0.14926847564053397,0.16112264301776058,29.5,Safe,percent,False
10,8,Erin Andrews,0.09154629714166784,0.11079406876454091,26.5,Safe,percent,False
10,9,Chad Ochocinco,0.07272374079757749,0.0600146944215294,26.0,Eliminated,percent,False
10,9,Evan Lysacek,0.5254314406230931,0.31547723116349846,29.5,Safe,percent,False
10,9,Nicole Scherzinger,0.24887743203886398,0.21971666482738308,29.5,Safe,percent,False
10,9,Erin Andrews,0.15296738654046357,0.13507719026022486,28.0,Safe,percent,False
10,10,Evan Lysacek,0.5558432029894577,0.3191662023181287,26.888699999999996,Safe,percent,False
10,10,Nicole Scherzinger,0.27407367268324817,0.2447152893998494,28.7777,Safe,percent,False
10,10,Erin Andrews,0.17008312432729272,0.16044725494714893,26.9998,Safe,percent,False
11,1,David Hasselhoff,0.006743423188656014,0.007586235736379765,15.0,Eliminated,percent,False
11,1,Florence Henderson,0.08670731278424218,0.08803405995679106,18.0,Safe,percent,False
11,1,Kyle Massey,0.08076930039385731,0.09041948658374291,23.0,Safe,percent,False
11,1,Jennifer Grey,0.08770870297138623,0.08405640513689641,24.0,Safe,percent,False
11,1,Rick Fox,0.09389181205406041,0.0979845480965092,22.0,Safe,percent,False
11,1,Kurt Warner,0.10154285240051446,0.08526058779130047,19.0,Safe,percent,False
11,1,Margaret Cho,0.09722223739543528,0.0873709525808131,15.0,Safe,percent,False
11,1,Michael Bolton,0.09482096074446182,0.0860179407289456,16.0,Safe,percent,False
11,1,Brandy,0.08261836068880593,0.09120639674989808,23.0,Safe,percent,False
11,1,The Situation,0.10056680966649235,0.08550184691326562,15.0,Safe,percent,False
11,1,Audrina Patridge,0.08690238677452349,0.08675644085653227,19.0,Safe,percent,False
11,1,Bristol Palin,0.080505840937565,0.07836585153715364,18.0,Safe,percent,False
11,2,Florence Henderson,0.09776836349020754,0.10897925796306794,19.0,Safe,percent,False
11,2,Kyle Massey,0.09076195681598635,0.10601319649858225,22.0,Safe,percent,False
11,2,Jennifer Grey,0.08956637262091172,0.09383161973790762,24.0,Safe,percent,False
11,2,Rick Fox,0.11283613848594821,0.12796427213234166,21.0,Safe,percent,False
11,2,Kurt Warner,0.11225663625063768,0.09794592405482817,21.0,Safe,percent,False
11,2,Margaret Cho,0.1036181381818575,0.10210527272594944,18.0,Safe,percent,False
11,2,Michael Bolton,0.01679321901251563,0.014336487249442162,12.0,Eliminated,percent,False
11,2,Brandy,0.08417290954878809,0.09597961353510497,21.0,Safe,percent,False
11,2,The Situation,0.10511713612469713,0.0936473886441871,18.0,Safe,percent,False
11,2,Audrina Patridge,0.0976513196632529,0.10288033447295436,23.0,Safe,percent,False
11,2,Bristol Palin,0.08945780980519603,0.09169475018297199,22.0,Safe,percent,False
11,3,Florence Henderson,0.11827380354871078,0.1273933257552074,20.0,Safe,percent,False
11,3,Kyle Massey,0.1022269098232557,0.12359741821468574,23.0,Safe,percent,False
11,3,Jennifer Grey,0.10549764675341897,0.11629950723391873,24.0,Safe,percent,False
11,3,Rick Fox,0.1453503180198793,0.15289715980275856,24.0,Safe,percent,False
11,3,Kurt Warner,0.12881595599761397,0.1172027520688607,23.0,Safe,percent,False
11,3,Margaret Cho,0.007107066697782542,0.00918268980356353,18.0,Eliminated,percent,False
11,3,Brandy,0.09483662599321223,0.11038840201906056,24.0,Safe,percent,False
11,3,The Situation,0.09772767907858976,0.09174896005876904,20.0,Safe,percent,False
11,3,Audrina Patridge,0.11138723425648424,0.11836118809436438,26.0,Safe,percent,False
11,3,Bristol Palin,0.08877675983105204,0.09522334286040764,19.0,Safe,percent,False
11,4,Florence Henderson,0.11588852604456855,0.127601618291197,17.5,Safe,percent,False
11,4,Kyle Massey,0.13322181694733817,0.14205947639575683,20.0,Safe,percent,False
11,4,Jennifer Grey,0.12250150531998286,0.124163688463257,28.0,Safe,percent,False
11,4,Rick Fox,0.15590848258463946,0.16331022095857875,19.5,Safe,percent,False
11,4,Kurt Warner,0.13862866232158227,0.10544376500100809,17.0,Safe,percent,False
11,4,Brandy,0.09563984343211727,0.11245734751888982,24.0,Safe,percent,False
11,4,The Situation,0.009135914315503098,0.011990801904659334,14.0,Eliminated,percent,False
11,4,Audrina Patridge,0.1321747974227902,0.13369916486244593,23.0,Safe,percent,False
11,4,Bristol Palin,0.09690045161147791,0.11412786302787205,16.0,Safe,percent,False
11,5,Florence Henderson,0.004281218459226104,0.01061070328959551,21.0,Eliminated,percent,False
11,5,Kyle Massey,0.1617786357671394,0.13980771011448204,20.0,Safe,percent,False
11,5,Jennifer Grey,0.12235682526010065,0.12517843672333745,25.0,Safe,percent,False
11,5,Rick Fox,0.21898903869998618,0.1714170548298817,24.0,Safe,percent,False
11,5,Kurt Warner,0.12772091427236262,0.11226146861965978,24.0,Safe,percent,False
11,5,Brandy,0.13849648095659073,0.1302347693021347,27.0,Safe,percent,False
11,5,Audrina Patridge,0.11005541703909401,0.1271685843823794,23.0,Safe,percent,False
11,5,Bristol Palin,0.11632146954550042,0.07904845287695249,18.0,Safe,percent,False
11,6,Kyle Massey,0.14185969348551694,0.12949770446459857,29.999899999999997,Safe,percent,False
11,6,Jennifer Grey,0.18744089692215812,0.12764770955919572,29.0,Safe,percent,False
11,6,Rick Fox,0.23093835704499951,0.1549523052515583,30.0,Safe,percent,False
11,6,Kurt Warner,0.19168256696091213,0.11584809158768979,21.9999,Safe,percent,False
11,6,Brandy,0.10919531605502211,0.09727115857522202,35.9999,Safe,percent,False
11,6,Audrina Patridge,0.007256067337583662,0.013764644982361105,31.9998,Eliminated,percent,False
11,6,Bristol Palin,0.1316271021938061,0.08876222646264886,27.9998,Safe,percent,False
11,7,Kyle Massey,0.14996145961844026,0.10923253899198641,33.5,Safe,percent,False
11,7,Jennifer Grey,0.22892954665077758,0.12428208627943609,36.5,Safe,percent,False
11,7,Rick Fox,0.039626634321602634,0.02675297037536484,34.5,Eliminated,percent,False
11,7,Kurt Warner,0.2584049708648899,0.12790697880192842,35.0,Safe,percent,False
11,7,Brandy,0.16270972375485696,0.1049751543684259,36.5,Safe,percent,False
11,7,Bristol Palin,0.16036766478943268,0.09005506487939864,32.5,Safe,percent,False
11,8,Kyle Massey,0.2259393094692483,0.14022389029364454,28.0,Safe,percent,False
11,8,Jennifer Grey,0.2479196262215019,0.11342401072737181,28.5,Safe,percent,False
11,8,Kurt Warner,0.08839966325802048,0.039110694364945506,24.0,Eliminated,percent,False
11,8,Brandy,0.20780000467231535,0.11322114407353348,28.5,Safe,percent,False
11,8,Bristol Palin,0.22994139637891256,0.11133833328371373,23.5,Safe,percent,False
11,9,Kyle Massey,0.30270155469815635,0.1414318473725942,29.0,Safe,percent,False
11,9,Jennifer Grey,0.3180357472611026,0.12350187875957745,30.0,Safe,percent,False
11,9,Brandy,0.10470590133647215,0.054685829214234635,28.5,Eliminated,percent,False
11,9,Bristol Palin,0.27455679670426847,0.11951810593455935,26.5,Safe,percent,False
11,10,Kyle Massey,0.3363202003971839,0.15750845793435092,27.333199999999998,Safe,percent,False
11,10,Jennifer Grey,0.3544773696385093,0.1430314005071593,30.0,Safe,percent,False
11,10,Bristol Palin,0.3092024299643047,0.15095056937776793,25.666600000000003,Safe,percent,False
12,1,Ralph Macchio,0.08904346927569026,0.08963739862000979,24.0,Safe,percent,False
12,1,Chelsea Kane,0.09297097251254242,0.0933079102492794,21.0,Safe,percent,False
12,1,Kirstie Alley,0.09450539648364686,0.09556455864898744,23.0,Safe,percent,False
12,1,Hines Ward,0.0876988488960538,0.08948593337829797,21.0,Safe,percent,False
12,1,Sugar Ray Leonard,0.09001908084570187,0.09353551618461266,17.0,Safe,percent,False
12,1,Chris Jericho,0.09398676532717641,0.09103673650842578,19.0,Safe,percent,False
12,1,Petra Nemcova,0.0895383789161272,0.0900742168533031,18.0,Safe,percent,False
12,1,Mike Catherwood,0.08979517621839872,0.09250457103596893,13.0,Safe,percent,False
12,1,Romeo,0.08974455559482997,0.09126934881061577,19.0,Safe,percent,False
12,1,Wendy Williams,0.09253204056826907,0.0910245889765858,14.0,Safe,percent,False
12,1,Kendra Wilkinson,0.09016531536156237,0.09147083518557811,18.0,Safe,percent,False
12,2,Ralph Macchio,0.10272569375840786,0.11276915982059982,21.0,Safe,percent,False
12,2,Chelsea Kane,0.11483057379038437,0.11090385030800283,18.0,Safe,percent,False
12,2,Kirstie Alley,0.10192001832130883,0.10870993619757585,20.0,Safe,percent,False
12,2,Hines Ward,0.0967281728781583,0.10574167549152294,23.0,Safe,percent,False
12,2,Sugar Ray Leonard,0.10984274773766783,0.10430098334159994,17.0,Safe,percent,False
12,2,Chris Jericho,0.09360945923888918,0.1004867486610263,23.0,Safe,percent,False
12,2,Petra Nemcova,0.09907179747580136,0.10655061344339253,18.0,Safe,percent,False
12,2,Mike Catherwood,0.003490561609627482,0.0058317161854952474,17.0,Eliminated,percent,False
12,2,Romeo,0.0891914262768089,0.09962534412915472,23.0,Safe,percent,False
12,2,Wendy Williams,0.10030908961328822,0.09393003965775051,17.0,Safe,percent,False
12,2,Kendra Wilkinson,0.08828045929965753,0.09250823940476915,19.0,Safe,percent,False
12,3,Ralph Macchio,0.11627983023714339,0.13011463052664535,21.0,Safe,percent,False
12,3,Chelsea Kane,0.1213667825511077,0.1169642144389395,23.0,Safe,percent,False
12,3,Kirstie Alley,0.10452636943219815,0.11120767051809408,21.0,Safe,percent,False
12,3,Hines Ward,0.10257390628817785,0.12035515719230276,25.0,Safe,percent,False
12,3,Sugar Ray Leonard,0.121351937139643,0.1178877646670367,20.0,Safe,percent,False
12,3,Chris Jericho,0.0997659017131221,0.11081341134995074,21.0,Safe,percent,False
12,3,Petra Nemcova,0.11912378483529243,0.1283263775071023,25.0,Safe,percent,False
12,3,Romeo,0.09963857178927583,0.1116998871083324,20.0,Safe,percent,False
12,3,Wendy Williams,0.010553968959006855,0.011216074951308816,15.0,Eliminated,percent,False
12,3,Kendra Wilkinson,0.10481894705503204,0.10754210479237068,23.0,Safe,percent,False
12,4,Ralph Macchio,0.1423040387054061,0.1680154294481904,25.0,Safe,percent,False
12,4,Chelsea Kane,0.1273402691597363,0.10225646440797445,26.0,Safe,percent,False
12,4,Kirstie Alley,0.13990756547856445,0.12429829466624828,22.0,Safe,percent,False
12,4,Hines Ward,0.11952694137215703,0.132672420785287,25.0,Safe,percent,False
12,4,Sugar Ray Leonard,0.003793056229701004,0.007422356711229154,21.0,Eliminated,percent,False
12,4,Chris Jericho,0.08135201659108827,0.09331691176030071,23.0,Safe,percent,False
12,4,Petra Nemcova,0.11905397039401398,0.13292317662787462,23.0,Safe,percent,False
12,4,Romeo,0.10667266108060511,0.1009124541268911,23.0,Safe,percent,False
12,4,Kendra Wilkinson,0.1600494809887277,0.11939476914781662,18.0,Safe,percent,False
12,5,Ralph Macchio,0.2045375946949833,0.19393618799078427,22.0,Safe,percent,False
12,5,Chelsea Kane,0.1063602085477717,0.10004336083488957,26.0,Safe,percent,False
12,5,Kirstie Alley,0.14462497180163641,0.13829222919964998,23.0,Safe,percent,False
12,5,Hines Ward,0.16417181026641905,0.17574855201207182,27.0,Safe,percent,False
12,5,Chris Jericho,0.0938394322274574,0.0851100527542885,26.0,Safe,percent,False
12,5,Petra Nemcova,0.006828056277559491,0.012359543238282585,22.0,Eliminated,percent,False
12,5,Romeo,0.08979858501251217,0.08987631815360024,26.0,Safe,percent,False
12,5,Kendra Wilkinson,0.18983934117166043,0.14512431724973454,22.0,Safe,percent,False
12,6,Ralph Macchio,0.2979887037868897,0.23112636953694168,24.0,Safe,percent,False
12,6,Chelsea Kane,0.09376997906239558,0.1025369296165088,28.0,Safe,percent,False
12,6,Kirstie Alley,0.17400734835753887,0.17684133941644378,26.0,Safe,percent,False
12,6,Hines Ward,0.144111406008251,0.18297841614497834,27.0,Safe,percent,False
12,6,Chris Jericho,0.009802974217081099,0.018897024033949533,22.0,Eliminated,percent,False
12,6,Romeo,0.07675546726110617,0.08316743913790624,28.0,Safe,percent,False
12,6,Kendra Wilkinson,0.20356412130673712,0.14608120822421541,25.0,Safe,percent,False
12,7,Ralph Macchio,0.31732902252298567,0.20611837235161393,33.0,Safe,percent,False
12,7,Chelsea Kane,0.1556799084986386,0.08565607586476702,32.0,Safe,percent,False
12,7,Kirstie Alley,0.17689431757773624,0.13871380261393415,30.0,Safe,percent,False
12,7,Hines Ward,0.21688999024068678,0.17284366228369935,33.0,Safe,percent,False
12,7,Romeo,0.09989291598633042,0.06332821657077141,30.0,Safe,percent,False
12,7,Kendra Wilkinson,0.033313845173620835,0.02945048828236583,30.5,Eliminated,percent,False
12,8,Ralph Macchio,0.3949268722040946,0.23019223006259024,23.0,Safe,percent,False
12,8,Chelsea Kane,0.17976137695118563,0.08571781733979136,27.5,Safe,percent,False
12,8,Kirstie Alley,0.14103728588482248,0.12209429856508672,26.5,Safe,percent,False
12,8,Hines Ward,0.2425786248318655,0.18395285703792588,27.0,Safe,percent,False
12,8,Romeo,0.04169584012803208,0.034511130168237016,26.0,Eliminated,percent,False
12,9,Ralph Macchio,0.12793263408311453,0.05668544423741287,24.0,Eliminated,percent,False
12,9,Chelsea Kane,0.22781963897285837,0.12203696709511595,36.5,Safe,percent,False
12,9,Kirstie Alley,0.2315070266994153,0.11868125336975491,27.0,Safe,percent,False
12,9,Hines Ward,0.4127407002446111,0.19252842100235357,30.0,Safe,percent,False
12,10,Chelsea Kane,0.26296958565667783,0.15150461794784278,29.666600000000003,Safe,percent,False
12,10,Kirstie Alley,0.2691475265745761,0.15536074899569696,27.999899999999997,Safe,percent,False
12,10,Hines Ward,0.4678828877687464,0.21514544943421796,29.666600000000003,Safe,percent,False
13,1,Elisabetta Canalis,0.08866171837582333,0.0810643039884811,15.0,Safe,percent,False
13,1,David Arquette,0.08703197679832865,0.0864277192363012,18.0,Safe,percent,False
13,1,Ricki Lake,0.0998290406215167,0.09060444433691732,20.0,Safe,percent,False
13,1,J.R. Martinez,0.09158043624768629,0.09344604922975112,22.0,Safe,percent,False
13,1,Metta World Peace (Ron),0.007749543240477062,0.009123321503225494,14.0,Eliminated,percent,False
13,1,Hope Solo,0.08606220493719574,0.08654020265138504,21.0,Safe,percent,False
13,1,Chynna Phillips,0.08285260242150995,0.08439062552601852,22.0,Safe,percent,False
13,1,Kristin Cavallari,0.08767266080655653,0.08527309048344017,19.0,Safe,percent,False
13,1,Carson Kressley,0.0971697701862311,0.0884414588606475,17.0,Safe,percent,False
13,1,Chaz Bono,0.08875359050087411,0.08718616208057493,17.0,Safe,percent,False
13,1,Nancy Grace,0.09093418692720336,0.0838249919152731,16.0,Safe,percent,False
13,1,Rob Kardashian,0.09170226893659625,0.08149426457409503,16.0,Safe,percent,False
13,2,Elisabetta Canalis,0.0017681540936620606,0.0031327429019523895,21.0,Eliminated,percent,False
13,2,David Arquette,0.12307166557612359,0.1026046877874141,18.0,Safe,percent,False
13,2,Ricki Lake,0.07713074393531807,0.09143739123228956,23.0,Safe,percent,False
13,2,J.R. Martinez,0.0733943486658082,0.08658842188340088,22.0,Safe,percent,False
13,2,Hope Solo,0.10007641381029703,0.07077562603408942,19.0,Safe,percent,False
13,2,Chynna Phillips,0.09181101488273945,0.08955117029841773,21.0,Safe,percent,False
13,2,Kristin Cavallari,0.0791939925097945,0.08578026511671225,22.0,Safe,percent,False
13,2,Carson Kressley,0.15715925070966322,0.11992322787553092,18.0,Safe,percent,False
13,2,Chaz Bono,0.11609468502311211,0.09664402194348676,17.0,Safe,percent,False
13,2,Nancy Grace,0.10077522648301074,0.10133136658888328,21.0,Safe,percent,False
13,2,Rob Kardashian,0.07952450431046962,0.07413707639581699,21.0,Safe,percent,False
13,3,David Arquette,0.0938821624079702,0.09028503955041188,24.0,Safe,percent,False
13,3,Ricki Lake,0.07660477270350419,0.06709716027289794,27.0,Safe,percent,False
13,3,J.R. Martinez,0.11498577140709376,0.09005553542818275,26.0,Safe,percent,False
13,3,Hope Solo,0.11526473909995057,0.08631386999736479,24.0,Safe,percent,False
13,3,Chynna Phillips,0.08653799699557459,0.08965948583617062,26.0,Safe,percent,False
13,3,Kristin Cavallari,0.004447298614029722,0.008788252927941395,24.0,Eliminated,percent,False
13,3,Carson Kressley,0.12422672605914989,0.08130293037112715,23.0,Safe,percent,False
13,3,Chaz Bono,0.14394000396190812,0.09620218342633095,18.0,Safe,percent,False
13,3,Nancy Grace,0.15713891123804086,0.11854665736824438,21.0,Safe,percent,False
13,3,Rob Kardashian,0.08297161751277764,0.06476339803071202,24.0,Safe,percent,False
13,4,David Arquette,0.10519536104217111,0.11145097375192806,23.0,Safe,percent,False
13,4,Ricki Lake,0.06584629725550069,0.06492663407628256,29.0,Safe,percent,False
13,4,J.R. Martinez,0.14498190405808356,0.11701034798718511,26.0,Safe,percent,False
13,4,Hope Solo,0.09853628985686147,0.07986108635565592,24.0,Safe,percent,False
13,4,Chynna Phillips,0.009823630918105052,0.011972524468372686,21.0,Eliminated,percent,False
13,4,Carson Kressley,0.10946203087512525,0.0863212585013715,20.0,Safe,percent,False
13,4,Chaz Bono,0.1709403914112593,0.11376606559836458,21.0,Safe,percent,False
13,4,Nancy Grace,0.20610198385817535,0.13451768528581637,21.0,Safe,percent,False
13,4,Rob Kardashian,0.0891121107247163,0.07526058346055056,24.0,Safe,percent,False
13,5,David Arquette,0.10368059737171463,0.13440942457659202,25.0,Safe,percent,False
13,5,Ricki Lake,0.08946663451018728,0.07246857779535411,24.0,Safe,percent,False
13,5,J.R. Martinez,0.10427382432090034,0.11677737075362128,28.0,Safe,percent,False
13,5,Hope Solo,0.09839137914299909,0.07884515939561622,24.0,Safe,percent,False
13,5,Carson Kressley,0.020199008125422323,0.018162524441149505,19.0,Eliminated,percent,False
13,5,Chaz Bono,0.2305262572075929,0.12264855374929463,21.0,Safe,percent,False
13,5,Nancy Grace,0.26926755345881603,0.1791947965318558,22.0,Safe,percent,False
13,5,Rob Kardashian,0.08419474586236718,0.0809813609687013,25.0,Safe,percent,False
13,6,David Arquette,0.19804461967895162,0.14705329251626018,23.0,Safe,percent,False
13,6,Ricki Lake,0.06710954403027294,0.08853444652265707,29.0,Safe,percent,False
13,6,J.R. Martinez,0.18688572239767534,0.13177895239946652,29.0,Safe,percent,False
13,6,Hope Solo,0.15619641903472095,0.10045192150558305,20.0,Safe,percent,False
