Season,Celebrity,Week,Judge_Score_Total,Num_Judges,Status,Eliminated_Week_Idx,Judge_Share,Judge_Rank,Num_Contestants,Judge_Rank_Norm
11,Rick Fox,2,21.0,3,Safe,7,0.09502262443438914,5.0,11,0.45454545454545453
11,Kurt Warner,2,21.0,3,Safe,8,0.09502262443438914,5.0,11,0.45454545454545453
11,Margaret Cho,2,18.0,3,Safe,3,0.08144796380090498,9.0,11,0.8181818181818182
11,Michael Bolton,2,12.0,3,Eliminated,2,0.05429864253393665,11.0,11,1.0
11,Brandy,2,21.0,3,Safe,9,0.09502262443438914,5.0,11,0.45454545454545453
11,The Situation,2,18.0,3,Safe,4,0.08144796380090498,9.0,11,0.8181818181818182
11,Audrina Patridge,2,23.0,3,Safe,6,0.10407239819004525,2.0,11,0.18181818181818182
11,Bristol Palin,2,22.0,3,Safe,11,0.09954751131221719,3.0,11,0.2727272727272727
11,Florence Henderson,3,20.0,3,Safe,5,0.09049773755656108,7.0,10,0.7
11,Kyle Massey,3,23.0,3,Safe,11,0.10407239819004525,5.0,10,0.5
11,Jennifer Grey,3,24.0,3,Safe,11,0.1085972850678733,2.0,10,0.2
11,Rick Fox,3,24.0,3,Safe,7,0.1085972850678733,2.0,10,0.2
11,Kurt Warner,3,23.0,3,Safe,8,0.10407239819004525,5.0,10,0.5
11,Margaret Cho,3,18.0,3,Eliminated,3,0.08144796380090498,10.0,10,1.0
11,Brandy,3,24.0,3,Safe,9,0.1085972850678733,2.0,10,0.2
11,The Situation,3,20.0,3,Safe,4,0.09049773755656108,7.0,10,0.7
11,Audrina Patridge,3,26.0,3,Safe,6,0.11764705882352941,1.0,10,0.1
11,Bristol Palin,3,19.0,3,Safe,11,0.08597285067873303,9.0,10,0.9
11,Florence Henderson,4,17.5,3,Safe,5,0.09776536312849161,6.0,9,0.6666666666666666
11,Kyle Massey,4,20.0,3,Safe,11,0.11173184357541899,4.0,9,0.4444444444444444
11,Jennifer Grey,4,28.0,3,Safe,11,0.1564245810055866,1.0,9,0.1111111111111111
11,Rick Fox,4,19.5,3,Safe,7,0.10893854748603352,5.0,9,0.5555555555555556
11,Kurt Warner,4,17.0,3,Safe,8,0.09497206703910614,7.0,9,0.7777777777777778
11,Brandy,4,24.0,3,Safe,9,0.1340782122905028,2.0,9,0.2222222222222222
11,The Situation,4,14.0,3,Eliminated,4,0.0782122905027933,9.0,9,1.0
11,Audrina Patridge,4,23.0,3,Safe,6,0.12849162011173185,3.0,9,0.3333333333333333
11,Bristol Palin,4,16.0,3,Safe,11,0.0893854748603352,8.0,9,0.8888888888888888
11,Florence Henderson,5,21.0,3,Eliminated,5,0.11538461538461539,6.0,8,0.75
11,Kyle Massey,5,20.0,3,Safe,11,0.10989010989010989,7.0,8,0.875
11,Jennifer Grey,5,25.0,3,Safe,11,0.13736263736263737,2.0,8,0.25
11,Rick Fox,5,24.0,3,Safe,7,0.13186813186813187,3.0,8,0.375
11,Kurt Warner,5,24.0,3,Safe,8,0.13186813186813187,3.0,8,0.375
11,Brandy,5,27.0,3,Safe,9,0.14835164835164835,1.0,8,0.125
11,Audrina Patridge,5,23.0,3,Safe,6,0.12637362637362637,5.0,8,0.625
11,Bristol Palin,5,18.0,3,Safe,11,0.0989010989010989,8.0,8,1.0
11,Kyle Massey,6,29.999899999999997,3,Safe,11,0.14492754323323798,4.0,7,0.5714285714285714
11,Jennifer Grey,6,29.0,3,Safe,11,0.14009709211577046,5.0,7,0.7142857142857143
11,Rick Fox,6,30.0,3,Safe,7,0.1449280263266591,3.0,7,0.42857142857142855
11,Kurt Warner,6,21.9999,3,Safe,8,0.10628006954612891,7.0,7,1.0
11,Brandy,6,35.9999,3,Safe,9,0.17391314849856981,1.0,7,0.14285714285714285
11,Audrina Patridge,6,31.9998,3,Eliminated,6,0.1545889285615942,2.0,7,0.2857142857142857
11,Bristol Palin,6,27.9998,3,Safe,11,0.13526519171803963,6.0,7,0.8571428571428571
11,Kyle Massey,7,33.5,4,Safe,11,0.1606714628297362,5.0,6,0.8333333333333334
11,Jennifer Grey,7,36.5,4,Safe,11,0.1750599520383693,1.0,6,0.16666666666666666
11,Rick Fox,7,34.5,4,Eliminated,7,0.16546762589928057,4.0,6,0.6666666666666666
11,Kurt Warner,7,35.0,4,Safe,8,0.16786570743405277,3.0,6,0.5
11,Brandy,7,36.5,4,Safe,9,0.1750599520383693,1.0,6,0.16666666666666666
11,Bristol Palin,7,32.5,4,Safe,11,0.15587529976019185,6.0,6,1.0
11,Kyle Massey,8,28.0,3,Safe,11,0.21132075471698114,3.0,5,0.6
11,Jennifer Grey,8,28.5,3,Safe,11,0.21509433962264152,1.0,5,0.2
11,Kurt Warner,8,24.0,3,Eliminated,8,0.1811320754716981,4.0,5,0.8
11,Brandy,8,28.5,3,Safe,9,0.21509433962264152,1.0,5,0.2
11,Bristol Palin,8,23.5,3,Safe,11,0.17735849056603772,5.0,5,1.0
11,Kyle Massey,9,29.0,3,Safe,11,0.2543859649122807,2.0,4,0.5
11,Jennifer Grey,9,30.0,3,Safe,11,0.2631578947368421,1.0,4,0.25
11,Brandy,9,28.5,3,Eliminated,9,0.25,3.0,4,0.75
11,Bristol Palin,9,26.5,3,Safe,11,0.2324561403508772,4.0,4,1.0
11,Kyle Massey,10,27.333199999999998,3,Safe,11,0.3293164561842318,2.0,3,0.6666666666666666
11,Jennifer Grey,10,30.0,3,Safe,11,0.36144665408832316,1.0,3,0.3333333333333333
11,Bristol Palin,10,25.666600000000003,3,Safe,11,0.3092368897274452,3.0,3,1.0
12,Ralph Macchio,1,24.0,3,Safe,9,0.11594202898550725,1.0,11,0.09090909090909091
12,Chelsea Kane,1,21.0,3,Safe,11,0.10144927536231885,3.0,11,0.2727272727272727
12,Kirstie Alley,1,23.0,3,Safe,11,0.1111111111111111,2.0,11,0.18181818181818182
12,Hines Ward,1,21.0,3,Safe,11,0.10144927536231885,3.0,11,0.2727272727272727
12,Sugar Ray Leonard,1,17.0,3,Safe,4,0.0821256038647343,9.0,11,0.8181818181818182
12,Chris Jericho,1,19.0,3,Safe,6,0.09178743961352658,5.0,11,0.45454545454545453
12,Petra Nemcova,1,18.0,3,Safe,5,0.08695652173913043,7.0,11,0.6363636363636364
12,Mike Catherwood,1,13.0,3,Safe,2,0.06280193236714976,11.0,11,1.0
12,Romeo,1,19.0,3,Safe,8,0.09178743961352658,5.0,11,0.45454545454545453
12,Wendy Williams,1,14.0,3,Safe,3,0.06763285024154589,10.0,11,0.9090909090909091
12,Kendra Wilkinson,1,18.0,3,Safe,7,0.08695652173913043,7.0,11,0.6363636363636364
12,Ralph Macchio,2,21.0,3,Safe,9,0.09722222222222222,4.0,11,0.36363636363636365
12,Chelsea Kane,2,18.0,3,Safe,11,0.08333333333333333,7.0,11,0.6363636363636364
12,Kirstie Alley,2,20.0,3,Safe,11,0.09259259259259259,5.0,11,0.45454545454545453
12,Hines Ward,2,23.0,3,Safe,11,0.10648148148148148,1.0,11,0.09090909090909091
12,Sugar Ray Leonard,2,17.0,3,Safe,4,0.0787037037037037,9.0,11,0.8181818181818182
12,Chris Jericho,2,23.0,3,Safe,6,0.10648148148148148,1.0,11,0.09090909090909091
12,Petra Nemcova,2,18.0,3,Safe,5,0.08333333333333333,7.0,11,0.6363636363636364
12,Mike Catherwood,2,17.0,3,Eliminated,2,0.0787037037037037,9.0,11,0.8181818181818182
12,Romeo,2,23.0,3,Safe,8,0.10648148148148148,1.0,11,0.09090909090909091
12,Wendy Williams,2,17.0,3,Safe,3,0.0787037037037037,9.0,11,0.8181818181818182
12,Kendra Wilkinson,2,19.0,3,Safe,7,0.08796296296296297,6.0,11,0.5454545454545454
12,Ralph Macchio,3,21.0,3,Safe,9,0.09813084112149532,5.0,10,0.5
12,Chelsea Kane,3,23.0,3,Safe,11,0.10747663551401869,3.0,10,0.3
12,Kirstie Alley,3,21.0,3,Safe,11,0.09813084112149532,5.0,10,0.5
12,Hines Ward,3,25.0,3,Safe,11,0.11682242990654206,1.0,10,0.1
12,Sugar Ray Leonard,3,20.0,3,Safe,4,0.09345794392523364,8.0,10,0.8
12,Chris Jericho,3,21.0,3,Safe,6,0.09813084112149532,5.0,10,0.5
12,Petra Nemcova,3,25.0,3,Safe,5,0.11682242990654206,1.0,10,0.1
12,Romeo,3,20.0,3,Safe,8,0.09345794392523364,8.0,10,0.8
12,Wendy Williams,3,15.0,3,Eliminated,3,0.07009345794392523,10.0,10,1.0
12,Kendra Wilkinson,3,23.0,3,Safe,7,0.10747663551401869,3.0,10,0.3
12,Ralph Macchio,4,25.0,3,Safe,9,0.12135922330097088,2.0,9,0.2222222222222222
12,Chelsea Kane,4,26.0,3,Safe,11,0.1262135922330097,1.0,9,0.1111111111111111
12,Kirstie Alley,4,22.0,3,Safe,11,0.10679611650485436,7.0,9,0.7777777777777778
12,Hines Ward,4,25.0,3,Safe,11,0.12135922330097088,2.0,9,0.2222222222222222
12,Sugar Ray Leonard,4,21.0,3,Eliminated,4,0.10194174757281553,8.0,9,0.8888888888888888
12,Chris Jericho,4,23.0,3,Safe,6,0.11165048543689321,4.0,9,0.4444444444444444
12,Petra Nemcova,4,23.0,3,Safe,5,0.11165048543689321,4.0,9,0.4444444444444444
12,Romeo,4,23.0,3,Safe,8,0.11165048543689321,4.0,9,0.4444444444444444
12,Kendra Wilkinson,4,18.0,3,Safe,7,0.08737864077669903,9.0,9,1.0
12,Ralph Macchio,5,22.0,3,Safe,9,0.1134020618556701,6.0,8,0.75
12,Chelsea Kane,5,26.0,3,Safe,11,0.13402061855670103,2.0,8,0.25
12,Kirstie Alley,5,23.0,3,Safe,11,0.11855670103092783,5.0,8,0.625
12,Hines Ward,5,27.0,3,Safe,11,0.13917525773195877,1.0,8,0.125
12,Chris Jericho,5,26.0,3,Safe,6,0.13402061855670103,2.0,8,0.25
12,Petra Nemcova,5,22.0,3,Eliminated,5,0.1134020618556701,6.0,8,0.75
12,Romeo,5,26.0,3,Safe,8,0.13402061855670103,2.0,8,0.25
12,Kendra Wilkinson,5,22.0,3,Safe,7,0.1134020618556701,6.0,8,0.75
12,Ralph Macchio,6,24.0,3,Safe,9,0.13333333333333333,6.0,7,0.8571428571428571
12,Chelsea Kane,6,28.0,3,Safe,11,0.15555555555555556,1.0,7,0.14285714285714285
12,Kirstie Alley,6,26.0,3,Safe,11,0.14444444444444443,4.0,7,0.5714285714285714
12,Hines Ward,6,27.0,3,Safe,11,0.15,3.0,7,0.42857142857142855
12,Chris Jericho,6,22.0,3,Eliminated,6,0.12222222222222222,7.0,7,1.0
12,Romeo,6,28.0,3,Safe,8,0.15555555555555556,1.0,7,0.14285714285714285
12,Kendra Wilkinson,6,25.0,3,Safe,7,0.1388888888888889,5.0,7,0.7142857142857143
12,Ralph Macchio,7,33.0,4,Safe,9,0.17506631299734748,1.0,6,0.16666666666666666
12,Chelsea Kane,7,32.0,4,Safe,11,0.16976127320954906,3.0,6,0.5
12,Kirstie Alley,7,30.0,4,Safe,11,0.15915119363395225,5.0,6,0.8333333333333334
12,Hines Ward,7,33.0,4,Safe,11,0.17506631299734748,1.0,6,0.16666666666666666
12,Romeo,7,30.0,4,Safe,8,0.15915119363395225,5.0,6,0.8333333333333334
12,Kendra Wilkinson,7,30.5,4,Eliminated,7,0.16180371352785147,4.0,6,0.6666666666666666
12,Ralph Macchio,8,23.0,3,Safe,9,0.17692307692307693,5.0,5,1.0
12,Chelsea Kane,8,27.5,3,Safe,11,0.21153846153846154,1.0,5,0.2
12,Kirstie Alley,8,26.5,3,Safe,11,0.20384615384615384,3.0,5,0.6
12,Hines Ward,8,27.0,3,Safe,11,0.2076923076923077,2.0,5,0.4
12,Romeo,8,26.0,3,Eliminated,8,0.2,4.0,5,0.8
12,Ralph Macchio,9,24.0,3,Eliminated,9,0.20425531914893616,4.0,4,1.0
12,Chelsea Kane,9,36.5,3,Safe,11,0.31063829787234043,1.0,4,0.25
12,Kirstie Alley,9,27.0,3,Safe,11,0.2297872340425532,3.0,4,0.75
12,Hines Ward,9,30.0,3,Safe,11,0.2553191489361702,2.0,4,0.5
12,Chelsea Kane,10,29.666600000000003,3,Safe,11,0.33969480071129965,1.0,3,0.3333333333333333
12,Kirstie Alley,10,27.999899999999997,3,Safe,11,0.32061039857740076,3.0,3,1.0
12,Hines Ward,10,29.666600000000003,3,Safe,11,0.33969480071129965,1.0,3,0.3333333333333333
13,Elisabetta Canalis,1,15.0,3,Safe,2,0.06912442396313365,11.0,12,0.9166666666666666
13,David Arquette,1,18.0,3,Safe,7,0.08294930875576037,6.0,12,0.5
13,Ricki Lake,1,20.0,3,Safe,11,0.09216589861751152,4.0,12,0.3333333333333333
13,J.R. Martinez,1,22.0,3,Safe,11,0.10138248847926268,1.0,12,0.08333333333333333
13,Metta World Peace (Ron),1,14.0,3,Eliminated,1,0.06451612903225806,12.0,12,1.0
13,Hope Solo,1,21.0,3,Safe,9,0.0967741935483871,3.0,12,0.25
13,Chynna Phillips,1,22.0,3,Safe,4,0.10138248847926268,1.0,12,0.08333333333333333
13,Kristin Cavallari,1,19.0,3,Safe,3,0.08755760368663594,5.0,12,0.4166666666666667
13,Carson Kressley,1,17.0,3,Safe,5,0.07834101382488479,7.0,12,0.5833333333333334
13,Chaz Bono,1,17.0,3,Safe,6,0.07834101382488479,7.0,12,0.5833333333333334
13,Nancy Grace,1,16.0,3,Safe,8,0.07373271889400922,9.0,12,0.75
13,Rob Kardashian,1,16.0,3,Safe,11,0.07373271889400922,9.0,12,0.75
13,Elisabetta Canalis,2,21.0,3,Eliminated,2,0.09417040358744394,4.0,11,0.36363636363636365
13,David Arquette,2,18.0,3,Safe,7,0.08071748878923767,9.0,11,0.8181818181818182
13,Ricki Lake,2,23.0,3,Safe,11,0.1031390134529148,1.0,11,0.09090909090909091
13,J.R. Martinez,2,22.0,3,Safe,11,0.09865470852017937,2.0,11,0.18181818181818182
13,Hope Solo,2,19.0,3,Safe,9,0.08520179372197309,8.0,11,0.7272727272727273
13,Chynna Phillips,2,21.0,3,Safe,4,0.09417040358744394,4.0,11,0.36363636363636365
13,Kristin Cavallari,2,22.0,3,Safe,3,0.09865470852017937,2.0,11,0.18181818181818182
13,Carson Kressley,2,18.0,3,Safe,5,0.08071748878923767,9.0,11,0.8181818181818182
13,Chaz Bono,2,17.0,3,Safe,6,0.07623318385650224,11.0,11,1.0
13,Nancy Grace,2,21.0,3,Safe,8,0.09417040358744394,4.0,11,0.36363636363636365
13,Rob Kardashian,2,21.0,3,Safe,11,0.09417040358744394,4.0,11,0.36363636363636365
13,David Arquette,3,24.0,3,Safe,7,0.10126582278481013,4.0,10,0.4
13,Ricki Lake,3,27.0,3,Safe,11,0.11392405063291139,1.0,10,0.1
13,J.R. Martinez,3,26.0,3,Safe,11,0.10970464135021098,2.0,10,0.2
13,Hope Solo,3,24.0,3,Safe,9,0.10126582278481013,4.0,10,0.4
13,Chynna Phillips,3,26.0,3,Safe,4,0.10970464135021098,2.0,10,0.2
13,Kristin Cavallari,3,24.0,3,Eliminated,3,0.10126582278481013,4.0,10,0.4
13,Carson Kressley,3,23.0,3,Safe,5,0.0970464135021097,8.0,10,0.8
13,Chaz Bono,3,18.0,3,Safe,6,0.0759493670886076,10.0,10,1.0
13,Nancy Grace,3,21.0,3,Safe,8,0.08860759493670886,9.0,10,0.9
13,Rob Kardashian,3,24.0,3,Safe,11,0.10126582278481013,4.0,10,0.4
13,David Arquette,4,23.0,3,Safe,7,0.11004784688995216,5.0,9,0.5555555555555556
13,Ricki Lake,4,29.0,3,Safe,11,0.13875598086124402,1.0,9,0.1111111111111111
13,J.R. Martinez,4,26.0,3,Safe,11,0.12440191387559808,2.0,9,0.2222222222222222
13,Hope Solo,4,24.0,3,Safe,9,0.11483253588516747,3.0,9,0.3333333333333333
13,Chynna Phillips,4,21.0,3,Eliminated,4,0.10047846889952153,6.0,9,0.6666666666666666
13,Carson Kressley,4,20.0,3,Safe,5,0.09569377990430622,9.0,9,1.0
13,Chaz Bono,4,21.0,3,Safe,6,0.10047846889952153,6.0,9,0.6666666666666666
13,Nancy Grace,4,21.0,3,Safe,8,0.10047846889952153,6.0,9,0.6666666666666666
13,Rob Kardashian,4,24.0,3,Safe,11,0.11483253588516747,3.0,9,0.3333333333333333
13,David Arquette,5,25.0,3,Safe,7,0.13297872340425532,2.0,8,0.25
13,Ricki Lake,5,24.0,3,Safe,11,0.1276595744680851,4.0,8,0.5
13,J.R. Martinez,5,28.0,3,Safe,11,0.14893617021276595,1.0,8,0.125
13,Hope Solo,5,24.0,3,Safe,9,0.1276595744680851,4.0,8,0.5
13,Carson Kressley,5,19.0,3,Eliminated,5,0.10106382978723404,8.0,8,1.0
13,Chaz Bono,5,21.0,3,Safe,6,0.11170212765957446,7.0,8,0.875
13,Nancy Grace,5,22.0,3,Safe,8,0.11702127659574468,6.0,8,0.75
13,Rob Kardashian,5,25.0,3,Safe,11,0.13297872340425532,2.0,8,0.25
13,David Arquette,6,23.0,3,Safe,7,0.13855421686746988,4.0,7,0.5714285714285714
13,Ricki Lake,6,29.0,3,Safe,11,0.1746987951807229,1.0,7,0.14285714285714285
13,J.R. Martinez,6,29.0,3,Safe,11,0.1746987951807229,1.0,7,0.14285714285714285
13,Hope Solo,6,20.0,3,Safe,9,0.12048192771084337,6.0,7,0.8571428571428571
13,Chaz Bono,6,19.0,3,Eliminated,6,0.1144578313253012,7.0,7,1.0
13,Nancy Grace,6,24.0,3,Safe,8,0.14457831325301204,3.0,7,0.42857142857142855
13,Rob Kardashian,6,22.0,3,Safe,11,0.13253012048192772,5.0,7,0.7142857142857143
13,David Arquette,7,23.5,3,Eliminated,7,0.16040955631399317,5.0,6,0.8333333333333334
13,Ricki Lake,7,26.5,3,Safe,11,0.18088737201365188,1.0,6,0.16666666666666666
13,J.R. Martinez,7,24.0,3,Safe,11,0.16382252559726962,4.0,6,0.6666666666666666
13,Hope Solo,7,25.0,3,Safe,9,0.17064846416382254,3.0,6,0.5
13,Nancy Grace,7,22.0,3,Safe,8,0.15017064846416384,6.0,6,1.0
13,Rob Kardashian,7,25.5,3,Safe,11,0.17406143344709898,2.0,6,0.3333333333333333
13,Ricki Lake,8,26.0,3,Safe,11,0.20077220077220076,2.0,5,0.4
13,J.R. Martinez,8,30.0,3,Safe,11,0.23166023166023167,1.0,5,0.2
13,Hope Solo,8,26.0,3,Safe,9,0.20077220077220076,2.0,5,0.4
13,Nancy Grace,8,22.0,3,Eliminated,8,0.16988416988416988,5.0,5,1.0
13,Rob Kardashian,8,25.5,3,Safe,11,0.1969111969111969,4.0,5,0.8
13,Ricki Lake,9,33.4999,3,Safe,11,0.28270077088932866,1.0,4,0.25
13,J.R. Martinez,9,28.0,3,Safe,11,0.23628791682665332,3.0,4,0.75
13,Hope Solo,9,24.4998,3,Eliminated,9,0.20675023945248716,4.0,4,1.0
13,Rob Kardashian,9,32.4998,3,Safe,11,0.27426107283153095,2.0,4,0.5
13,Ricki Lake,10,27.999899999999997,3,Safe,11,0.33136133188796163,3.0,3,1.0
13,J.R. Martinez,10,28.1665,3,Safe,11,0.33333293885414844,2.0,3,0.6666666666666666
13,Rob Kardashian,10,28.333199999999998,3,Safe,11,0.33530572925789,1.0,3,0.3333333333333333
14,William Levy,1,24.0,3,Safe,11,0.08888888888888889,3.0,12,0.25
14,Jack Wagner,1,23.0,3,Safe,3,0.08518518518518518,4.0,12,0.3333333333333333
14,Sherri Sheperd,1,23.0,3,Safe,4,0.08518518518518518,4.0,12,0.3333333333333333
14,Jaleel White,1,26.0,3,Safe,7,0.0962962962962963,1.0,12,0.08333333333333333
14,Roshon Fegan,1,23.0,3,Safe,8,0.08518518518518518,4.0,12,0.3333333333333333
14,Melissa Gilbert,1,20.0,3,Safe,8,0.07407407407407407,10.0,12,0.8333333333333334
14,Martina Navratilova,1,20.0,3,Safe,2,0.07407407407407407,10.0,12,0.8333333333333334
14,Donald Driver,1,21.0,3,Safe,11,0.07777777777777778,8.0,12,0.6666666666666666
14,Gavin DeGraw,1,20.0,3,Safe,5,0.07407407407407407,10.0,12,0.8333333333333334
14,Gladys Knight,1,23.0,3,Safe,6,0.08518518518518518,4.0,12,0.3333333333333333
14,Katherine Jenkins,1,26.0,3,Safe,11,0.0962962962962963,1.0,12,0.08333333333333333
14,Maria Menounos,1,21.0,3,Safe,9,0.07777777777777778,8.0,12,0.6666666666666666
14,William Levy,2,25.0,3,Safe,11,0.09293680297397769,3.0,12,0.25
14,Jack Wagner,2,21.0,3,Safe,3,0.07806691449814127,8.0,12,0.6666666666666666
14,Sherri Sheperd,2,23.0,3,Safe,4,0.08550185873605948,6.0,12,0.5
14,Jaleel White,2,22.0,3,Safe,7,0.08178438661710037,7.0,12,0.5833333333333334
14,Roshon Fegan,2,26.0,3,Safe,8,0.09665427509293681,1.0,12,0.08333333333333333
14,Melissa Gilbert,2,20.0,3,Safe,8,0.07434944237918216,10.0,12,0.8333333333333334
14,Martina Navratilova,2,17.0,3,Eliminated,2,0.06319702602230483,12.0,12,1.0
14,Donald Driver,2,24.0,3,Safe,11,0.08921933085501858,5.0,12,0.4166666666666667
14,Gavin DeGraw,2,21.0,3,Safe,5,0.07806691449814127,8.0,12,0.6666666666666666
14,Gladys Knight,2,19.0,3,Safe,6,0.07063197026022305,11.0,12,0.9166666666666666
14,Katherine Jenkins,2,26.0,3,Safe,11,0.09665427509293681,1.0,12,0.08333333333333333
14,Maria Menounos,2,25.0,3,Safe,9,0.09293680297397769,3.0,12,0.25
14,William Levy,3,28.0,3,Safe,11,0.1,2.0,11,0.18181818181818182
14,Jack Wagner,3,24.0,3,Eliminated,3,0.08571428571428572,7.0,11,0.6363636363636364
14,Sherri Sheperd,3,24.0,3,Safe,4,0.08571428571428572,7.0,11,0.6363636363636364
14,Jaleel White,3,25.0,3,Safe,7,0.08928571428571429,5.0,11,0.45454545454545453
14,Roshon Fegan,3,25.0,3,Safe,8,0.08928571428571429,5.0,11,0.45454545454545453
14,Melissa Gilbert,3,24.0,3,Safe,8,0.08571428571428572,7.0,11,0.6363636363636364
14,Donald Driver,3,26.0,3,Safe,11,0.09285714285714286,4.0,11,0.36363636363636365
14,Gavin DeGraw,3,24.0,3,Safe,5,0.08571428571428572,7.0,11,0.6363636363636364
14,Gladys Knight,3,24.0,3,Safe,6,0.08571428571428572,7.0,11,0.6363636363636364
14,Katherine Jenkins,3,29.0,3,Safe,11,0.10357142857142858,1.0,11,0.09090909090909091
14,Maria Menounos,3,27.0,3,Safe,9,0.09642857142857143,3.0,11,0.2727272727272727
14,William Levy,4,22.0,3,Safe,11,0.0944206008583691,6.0,10,0.6
14,Sherri Sheperd,4,21.0,3,Eliminated,4,0.09012875536480687,9.0,10,0.9
14,Jaleel White,4,22.0,3,Safe,7,0.0944206008583691,6.0,10,0.6
14,Roshon Fegan,4,26.0,3,Safe,8,0.11158798283261803,2.0,10,0.2
14,Melissa Gilbert,4,22.0,3,Safe,8,0.0944206008583691,6.0,10,0.6
14,Donald Driver,4,27.0,3,Safe,11,0.11587982832618025,1.0,10,0.1
14,Gavin DeGraw,4,23.0,3,Safe,5,0.09871244635193133,5.0,10,0.5
14,Gladys Knight,4,20.0,3,Safe,6,0.08583690987124463,10.0,10,1.0
14,Katherine Jenkins,4,24.0,3,Safe,11,0.10300429184549356,4.0,10,0.4
14,Maria Menounos,4,26.0,3,Safe,9,0.11158798283261803,2.0,10,0.2
14,William Levy,5,29.0,3,Safe,11,0.12946428571428573,1.0,9,0.1111111111111111
14,Jaleel White,5,24.0,3,Safe,7,0.10714285714285714,6.0,9,0.6666666666666666
14,Roshon Fegan,5,26.0,3,Safe,8,0.11607142857142858,5.0,9,0.5555555555555556
14,Melissa Gilbert,5,21.0,3,Safe,8,0.09375,8.0,9,0.8888888888888888
14,Donald Driver,5,27.0,3,Safe,11,0.12053571428571429,3.0,9,0.3333333333333333
14,Gavin DeGraw,5,19.0,3,Eliminated,5,0.08482142857142858,9.0,9,1.0
14,Gladys Knight,5,22.0,3,Safe,6,0.09821428571428571,7.0,9,0.7777777777777778
14,Katherine Jenkins,5,29.0,3,Safe,11,0.12946428571428573,1.0,9,0.1111111111111111
14,Maria Menounos,5,27.0,3,Safe,9,0.12053571428571429,3.0,9,0.3333333333333333
14,William Levy,6,36.0,3,Safe,11,0.13953526230497526,3.0,8,0.375
14,Jaleel White,6,36.9998,3,Safe,7,0.1434104666175451,2.0,8,0.25
14,Roshon Fegan,6,27.9998,3,Safe,8,0.1085266510413013,7.0,8,0.875
14,Melissa Gilbert,6,30.0,3,Safe,8,0.11627938525414606,5.0,8,0.625
14,Donald Driver,6,33.9999,3,Safe,11,0.13178291569008135,4.0,8,0.5
14,Gladys Knight,6,24.0,3,Eliminated,6,0.09302350820331685,8.0,8,1.0
14,Katherine Jenkins,6,38.9999,3,Safe,11,0.15116281323243902,1.0,8,0.125
14,Maria Menounos,6,29.999899999999997,3,Safe,9,0.1162789976561952,6.0,8,0.75
14,William Levy,7,26.5,3,Safe,11,0.1444141689373297,3.0,7,0.42857142857142855
14,Jaleel White,7,25.5,3,Eliminated,7,0.13896457765667575,6.0,7,0.8571428571428571
14,Roshon Fegan,7,26.0,3,Safe,8,0.14168937329700274,5.0,7,0.7142857142857143
14,Melissa Gilbert,7,23.5,3,Safe,8,0.12806539509536785,7.0,7,1.0
14,Donald Driver,7,26.5,3,Safe,11,0.1444141689373297,3.0,7,0.42857142857142855
14,Katherine Jenkins,7,27.0,3,Safe,11,0.14713896457765668,2.0,7,0.2857142857142857
14,Maria Menounos,7,28.5,3,Safe,9,0.1553133514986376,1.0,7,0.14285714285714285
14,William Levy,8,28.5,3,Safe,11,0.1743119266055046,1.0,6,0.16666666666666666
14,Roshon Fegan,8,28.0,3,Eliminated,8,0.1712538226299694,2.0,6,0.3333333333333333
14,Melissa Gilbert,8,25.5,3,Eliminated,8,0.1559633027522936,6.0,6,1.0
14,Donald Driver,8,27.5,3,Safe,11,0.16819571865443425,3.0,6,0.5
14,Katherine Jenkins,8,27.5,3,Safe,11,0.16819571865443425,3.0,6,0.5
14,Maria Menounos,8,26.5,3,Safe,9,0.1620795107033639,5.0,6,0.8333333333333334
14,William Levy,9,29.0,3,Safe,11,0.25217391304347825,2.0,4,0.5
14,Donald Driver,9,28.5,3,Safe,11,0.24782608695652175,3.0,4,0.75
14,Katherine Jenkins,9,28.0,3,Safe,11,0.24347826086956523,4.0,4,1.0
14,Maria Menounos,9,29.5,3,Eliminated,9,0.2565217391304348,1.0,4,0.25
14,William Levy,10,29.666600000000003,3,Safe,11,0.33208930162582334,2.0,3,0.6666666666666666
14,Donald Driver,10,29.666600000000003,3,Safe,11,0.33208930162582334,2.0,3,0.6666666666666666
14,Katherine Jenkins,10,30.0,3,Safe,11,0.3358213967483533,1.0,3,0.3333333333333333
15,Gilles Marini,1,24.0,3,Safe,8,0.0867992766726944,2.0,13,0.15384615384615385
15,Sabrina Bryan,1,22.5,3,Safe,6,0.081374321880651,3.0,13,0.23076923076923078
15,Kirstie Alley,1,19.0,3,Safe,8,0.06871609403254973,12.0,13,0.9230769230769231
15,Kelly Monaco,1,21.5,3,Safe,11,0.07775768535262206,6.0,13,0.46153846153846156
15,Apolo Anton Ohno,1,22.0,3,Safe,9,0.07956600361663653,4.0,13,0.3076923076923077
15,Emmitt Smith,1,24.5,3,Safe,9,0.08860759493670886,1.0,13,0.07692307692307693
15,Shawn Johnson,1,22.0,3,Safe,11,0.07956600361663653,4.0,13,0.3076923076923077
15,Pamela Anderson,1,17.0,3,Eliminated,1,0.06148282097649186,13.0,13,1.0
15,Helio Castroneves,1,21.5,3,Safe,3,0.07775768535262206,6.0,13,0.46153846153846156
